ID,Age,Gender,units,dateStamp,userWeight,minutes,aveSpeed,aveWatts,aveHR,aveRPMs,NormPower,AveCalories,avePowerL,avePowerR,EWMA,TSS,AveLoad,MinLoad,MaxLoad,UserMaxWatts
7,29,M,miles,2021-02-06 09:41:00,76 kgs,45.5669,18.01,128.9,0.0,85.47,149.148468027182,408.857421875,50.6556050182112,49.3443949817888,128.185835641235,-1.0,137.6,90,269,179
7,29,M,miles,2021-02-20 07:43:00,76 kgs,29.0,17.96,68.4,0.0,91.84,123.457007902585,255.543411254883,49.528901734104,50.471098265896,66.7440432546995,-1.0,134.7,72,286,179
7,29,M,miles,2021-03-04 08:00:00,76 kgs,59.0001,19.98,142.7,0.0,93.6,170.736022396956,719.243787004616,50.1853114347691,49.8146885652309,142.12549620129,89.4634731734876,161.8,90,233,179
7,29,M,miles,2021-03-09 07:06:00,76 kgs,48.5015,20.46,144.5,0.0,85.24,156.87085685096,542.780090332031,50.8316151202749,49.1683848797251,144.448827394399,-1.0,152.6,90,179,179
7,29,M,miles,2021-03-11 07:10:00,76 kgs,42.0168,19.95,144.3,0.0,90.63,160.257650863177,480.818634033203,50.6599334073252,49.3400665926748,143.141383592108,-1.0,136.5,90,175,179
7,29,M,miles,2021-03-16 07:10:00,76 kgs,57.8898,19.9,136.0,0.0,91.74,154.777181650547,639.287414550781,50.7685631629701,49.2314368370299,136.080401589679,-1.0,137.9,90,175,179
7,29,M,miles,2021-03-18 07:13:00,76 kgs,60.5001,20.51,144.2,0.0,92.97,160.714924036492,694.365478515625,50.36354056902,49.63645943098,146.011142166969,-1.0,145.4,72,188,179
7,29,M,miles,2021-03-25 07:57:00,76 kgs,25.2704,19.48,131.2,0.0,88.53,161.700865473447,291.329986572266,51.0170784883721,48.9829215116279,130.396871484,-1.0,133.2,90,197,179
7,29,M,miles,2021-03-30 06:36:00,76 kgs,30.0335,20.01,147.4,0.0,90.83,189.846933599765,407.117645263672,51.7197549770291,48.2802450229709,144.210186104999,-1.0,120.9,72,268,179
7,29,M,miles,2021-04-01 07:07:00,76 kgs,47.0,20.5,144.6,0.0,89.69,159.65278692111,534.99365234375,50.9023762376238,49.0976237623762,144.373147337957,-1.0,156.5,134,215,179
7,29,M,miles,2021-04-08 07:14:00,76 kgs,62.25,18.1,116.1,0.0,86.96,173.417192273352,771.170837402344,53.1474798687742,46.8525201312258,116.04925073672,-1.0,121.2,72,268,179
7,29,M,miles,2021-04-14 07:42:00,76 kgs,58.0002,20.43,145.9,0.0,93.48,162.714555451841,673.455688476563,51.4147361647362,48.5852638352638,147.46536609801,-1.0,137.0,90,175,179
7,29,M,miles,2021-04-27 07:06:00,76 kgs,60.0002,19.5,141.1,0.0,88.16,166.751631382445,714.298645019531,51.5988469124564,48.4011530875436,138.817833411373,-1.0,131.6,72,268,179
7,29,M,miles,2021-04-29 07:04:00,76 kgs,53.5,19.09,130.9,0.0,90.55,167.202418626752,638.619506835938,51.9055516759777,48.0944483240223,130.959407727295,-1.0,133.3,72,204,179
7,29,M,miles,2021-05-05 06:11:00,76 kgs,1.5655,14.41,71.5,0.0,85.9,71.0298971778201,7.38185358047485,54.9408284023669,45.0591715976331,71.2562535197431,-1.0,92.9,90,97,179
7,29,M,miles,2021-05-05 07:00:00,76 kgs,46.4502,21.2,155.1,0.0,87.71,162.336404587392,538.362915039063,49.9895916733387,50.0104083266613,154.266831708458,-1.0,156.2,90,179,179
7,29,M,miles,2021-05-20 07:01:00,76 kgs,41.4669,21.96,169.5,0.0,77.66,176.491680389601,522.672302246094,49.6253035990285,50.3746964009715,168.629295280076,-1.0,168.9,98,215,179
7,29,M,miles,2021-05-25 07:00:00,76 kgs,49.486,20.75,147.1,0.0,90.54,153.52601490068,542.364379882813,50.3511662347279,49.6488337652721,145.675086341653,-1.0,146.2,90,168,179
7,29,M,miles,2021-05-27 07:07:00,76 kgs,54.8668,20.72,148.8,0.0,89.9,164.198499789924,643.06298828125,49.8482782134334,50.1517217865667,148.129412942574,-1.0,146.2,72,197,179
7,29,M,miles,2021-06-08 06:59:00,76 kgs,49.4191,21.0,152.4,0.0,94.14,163.87280808487,577.952331542969,50.9718151071026,49.0281848928974,151.122478727135,-1.0,149.9,72,188,179
7,29,M,miles,2021-06-10 06:56:00,76 kgs,41.217,21.61,163.5,0.0,76.69,171.534827587745,504.942443847656,50.2475225225225,49.7524774774775,162.86717685775,-1.0,164.2,98,215,179
7,29,M,miles,2021-06-15 07:10:00,76 kgs,58.1001,21.07,152.5,0.0,95.03,162.034631269363,672.238037109375,50.9416733067729,49.0583266932271,152.943367442781,-1.0,141.8,90,177,179
7,29,M,miles,2021-06-17 07:05:00,76 kgs,54.0001,20.68,145.3,0.0,84.88,153.313996427109,591.265869140625,49.9197658402204,50.0802341597796,145.69609962579,-1.0,149.8,90,179,179
7,29,M,miles,2021-06-25 07:04:00,76 kgs,47.0,20.5,143.4,167.714032670734,88.99,150.899498254117,506.155456542969,49.6686449060336,50.3313550939664,143.885062833678,-1.0,156.5,134,215,179
7,29,M,miles,2021-06-29 07:10:00,76 kgs,58.5742,20.14,140.6,160.221819899244,92.55,153.753185265493,643.00439453125,49.9637289214127,50.0362710785873,140.790079033553,-1.0,144.6,72,179,179
7,29,M,miles,2021-07-01 07:03:00,76 kgs,54.0002,20.72,147.3,168.395879448323,93.07,160.596980390298,619.129333496094,50.678302532512,49.321697467488,146.722826140935,-1.0,146.8,90,197,179
7,29,M,miles,2021-07-05 15:51:00,76 kgs,20.0003,23.82,212.6,181.440591770689,90.63,218.995829352206,312.371704101563,50.6507421150278,49.3492578849722,209.024021044279,-1.0,0.0,0,0,179
7,29,M,miles,2021-07-05 15:50:00,76 kgs,19.0024,23.71,210.0,180.505596107056,90.6,216.763885093688,293.9150390625,50.68603515625,49.31396484375,206.911069030766,-1.0,0.0,0,0,179
7,29,M,miles,2021-07-07 08:07:00,76 kgs,56.0002,21.21,159.5,170.560843964671,93.92,177.238594450812,708.31298828125,51.2374691865242,48.7625308134758,160.007016209609,-1.0,158.1,81,212,202
7,29,M,miles,2021-07-14 07:14:00,76 kgs,59.5003,21.2,159.9,170.812089757289,93.24,177.102282435574,751.813171386719,50.6943109595412,49.3056890404588,161.471182706078,-1.0,165.4,81,212,202
7,29,M,miles,2021-07-20 07:13:00,76 kgs,59.0001,20.68,157.2,163.891209476309,91.99,198.021360467749,834.385803222656,51.3129650150388,48.6870349849612,157.195546568226,-1.0,161.2,101,283,202
7,29,M,miles,2021-07-22 07:12:00,76 kgs,59.0168,21.26,160.8,162.889689752429,93.79,172.921587895327,728.647399902344,51.5638364779874,48.4361635220126,160.54569465214,-1.0,160.8,101,200,202
7,29,M,miles,2021-07-27 07:06:00,76 kgs,55.3168,21.4,161.3,164.597224572686,93.69,177.143439557194,699.204406738281,51.3736245415138,48.6263754584862,162.692285111827,-1.0,163.8,81,212,202
7,29,M,miles,2021-07-29 06:58:00,76 kgs,49.0001,19.48,147.3,164.382330684828,90.52,188.636849611132,659.628662109375,50.9365380961429,49.0634619038571,146.7658066888,-1.0,165.0,101,283,202
7,29,M,miles,2021-08-03 06:59:00,76 kgs,49.0167,21.57,176.7,161.104033169996,76.79,193.474945016725,676.996520996094,50.1458996815287,49.8541003184713,174.246041796139,-1.0,182.3,111,242,202
7,29,M,miles,2021-08-06 07:03:00,76 kgs,43.2319,20.61,151.4,160.433817250213,88.71,167.294812379808,515.861633300781,50.4929209322588,49.5070790677412,150.657411578735,-1.0,161.9,121,202,202
7,29,M,miles,2021-08-10 07:08:00,76 kgs,57.3896,21.11,159.3,160.175817200889,92.94,177.005176414034,725.246154785156,51.9662107803701,48.0337892196299,159.590932747061,-1.0,165.9,81,212,202
7,29,M,miles,2021-08-12 07:03:00,76 kgs,53.9558,20.9,161.4,170.847985036558,90.49,186.113324789125,716.654602050781,50.8534571723426,49.1465428276574,160.47678789814,-1.0,190.6,101,283,202
7,29,M,miles,2021-08-17 07:03:00,76 kgs,53.7101,20.41,160.4,159.89456714493,87.94,184.618950861375,707.691955566406,50.0885179564998,49.9114820435003,156.42668328217,-1.0,155.7,81,303,202
7,29,M,miles,2021-08-24 07:04:00,76 kgs,56.1335,0.0,146.6,0.0,91.24,176.679569151203,707.481994628906,51.1683791846205,48.8316208153795,146.304282244008,-1.0,143.6,81,222,202
7,29,M,miles,2021-09-01 07:03:00,76 kgs,53.1167,20.78,158.4,165.425561075895,91.15,194.257820858525,736.372009277344,50.5990354805374,49.4009645194626,159.026073683702,-1.0,166.7,81,263,202
7,29,M,miles,2021-09-03 07:03:00,76 kgs,53.0001,21.41,159.0,161.986746987952,85.72,163.835766716562,620.11767578125,49.4435804389148,50.5564195610852,158.6624614374,-1.0,167.8,131,192,202
7,29,M,miles,2021-09-09 07:02:00,76 kgs,51.0501,20.97,157.1,157.306695080803,91.81,184.29801511202,671.060791015625,51.4410598413843,48.5589401586157,158.855505815734,-1.0,156.8,81,232,202
7,29,M,miles,2021-09-14 07:04:00,76 kgs,52.2002,20.55,146.9,151.057540031673,88.03,166.832362809025,621.712097167969,51.5634077222813,48.4365922777187,146.730335267676,-1.0,148.8,101,212,202
7,29,M,miles,2021-09-16 07:04:00,76 kgs,40.3001,21.42,165.4,166.310728056249,93.93,180.282961360886,518.759765625,52.0742438130156,47.9257561869844,166.112592642852,-1.0,170.8,101,212,202
7,29,M,miles,2021-09-16 06:20:00,76 kgs,10.3561,19.53,125.8,134.551509769094,88.21,134.084578251645,98.34521484375,52.3440571939232,47.6559428060769,122.454431421578,-1.0,125.5,101,172,202
7,29,M,miles,2021-09-21 07:02:00,76 kgs,53.0,20.11,153.5,161.039154539155,89.6,196.351623640684,742.997985839844,52.0404573438874,47.9595426561126,152.443038953557,-1.0,164.4,101,283,202
7,29,M,miles,2021-09-23 07:06:00,76 kgs,57.0002,15.86,161.1,166.77727419877,89.43,170.658422070817,694.630981445313,51.5287038542853,48.4712961457148,161.333459825577,-1.0,162.6,101,184,202
7,29,M,miles,2021-09-28 06:10:00,76 kgs,1.934,0.0,69.4,113.819047619048,74.85,69.0992211744275,9.47869968414307,51.9090909090909,48.0909090909091,70.6809091042916,-1.0,101.0,101,101,202
7,29,M,miles,2021-09-28 07:06:00,76 kgs,51.9261,20.95,154.4,163.591175456739,89.78,174.041401807874,645.096313476563,51.1683988021843,48.8316011978158,155.042392256923,-1.0,162.1,81,303,202
7,29,M,miles,2021-09-30 07:05:00,76 kgs,55.3835,19.69,130.5,148.544645799012,88.79,150.218479320681,593.979553222656,51.7912564658769,48.2087435341231,128.817173724627,-1.0,124.3,81,263,202
7,29,M,miles,2021-09-30 07:05:00,76 kgs,55.0011,19.71,130.8,148.581121433311,88.85,150.460051862944,590.972778320313,51.7917996975298,48.2082003024702,128.99640111488,-1.0,124.6,81,263,202
7,29,M,miles,2021-10-05 07:03:00,76 kgs,54.0003,21.48,161.9,0.0,84.53,171.22725930356,660.119262695313,50.5747896273399,49.4252103726601,161.820897181557,-1.0,169.2,101,202,202
7,29,M,miles,2021-10-07 07:04:00,76 kgs,50.2671,19.91,152.5,159.635283363803,88.6,193.122124523857,693.05908203125,50.2177998894417,49.7822001105583,153.056378452867,-1.0,170.4,101,283,202
7,29,M,miles,2021-10-12 08:33:00,76 kgs,20.0004,24.21,221.3,179.245947197777,90.21,230.216639092963,328.452850341797,49.796468401487,50.203531598513,216.37667630559,-1.0,0.0,0,0,202
7,29,M,miles,2021-10-14 06:24:00,76 kgs,10.0689,19.72,129.3,144.464840182648,89.22,142.657454638366,102.146453857422,51.4908088235294,48.5091911764706,126.879785741146,-1.0,126.4,104,178,209
7,29,M,miles,2021-10-14 07:08:00,76 kgs,40.527,21.11,159.5,164.073639033205,93.63,179.762632327266,520.163513183594,50.4720903954802,49.5279096045198,160.252339566633,-1.0,161.6,104,209,209
7,29,M,miles,2021-10-19 07:03:00,76 kgs,52.0002,20.8,159.6,159.269094138544,88.1,173.820836079864,645.350952148438,49.7508027113807,50.2491972886193,157.860055248662,-1.0,170.5,94,209,209
7,29,M,miles,2021-10-19 07:02:00,76 kgs,51.0017,20.81,160.1,159.375294330737,88.28,174.419543047579,635.231872558594,49.744406039658,50.255593960342,158.519327660412,-1.0,170.7,94,209,209
7,29,M,miles,2021-10-26 07:03:00,76 kgs,53.0001,21.12,153.2,166.616588419405,83.81,160.700132330148,608.207702636719,50.5649441340782,49.4350558659218,153.596693942772,-1.0,173.7,136,199,209
7,29,M,miles,2021-10-28 07:03:00,76 kgs,53.0002,19.65,134.6,173.690641247834,86.33,149.62827283323,566.162231445313,51.5056610346629,48.4943389653371,135.451539247179,-1.0,169.2,125,209,209
7,29,M,miles,2021-11-08 07:03:00,76 kgs,51.3168,18.55,127.3,166.734299516908,86.44,168.110228002514,614.95263671875,51.3508739985433,48.6491260014567,127.911880094877,-1.0,172.2,104,293,209
7,29,M,miles,2021-11-11 06:58:00,76 kgs,49.4503,20.16,154.3,163.384741741194,85.55,196.829285772684,695.328186035156,50.5185254142618,49.4814745857382,155.661503123258,-1.0,156.4,84,272,209
7,29,M,miles,2021-11-17 07:01:00,76 kgs,48.1303,20.76,158.6,170.991620643687,89.09,188.233157809712,646.488525390625,50.1805074971165,49.8194925028835,159.725714170047,-1.0,192.1,104,293,209
7,29,M,miles,2021-11-23 07:06:00,76 kgs,53.8224,19.97,151.1,149.351179992955,86.51,174.179752141206,647.411071777344,51.5357142857143,48.4642857142857,151.085365402554,-1.0,161.9,125,251,209
7,29,M,miles,2021-11-25 07:06:00,76 kgs,59.0002,18.65,127.6,157.818652037618,86.17,154.118748252295,649.334289550781,51.1661616966991,48.8338383033009,126.966069785171,-1.0,157.8,104,209,209
7,29,M,miles,2021-12-09 06:54:00,76 kgs,44.2499,19.93,139.5,167.125439140318,93.89,166.028877014066,524.277099609375,51.4095178459612,48.5904821540388,139.182893551233,-1.0,146.5,104,314,209
7,29,M,miles,2022-01-15 09:52:00,76 kgs,47.0004,0.0,131.5,167.667411621292,91.77,143.562191967928,481.425415039063,51.320058381985,48.679941618015,129.039033212183,-1.0,129.7,104,160,209
7,29,M,miles,2022-01-17 07:08:00,76 kgs,55.0003,20.16,141.3,164.448938321537,90.93,155.00361387753,608.554870605469,51.1961779130729,48.8038220869271,141.42660074773,-1.0,139.0,90,180,209
7,29,M,miles,2022-01-19 07:00:00,76 kgs,53.0003,18.8,132.7,162.865653389238,85.99,171.685097516223,649.844299316406,49.955710955711,50.044289044289,132.261490984732,-1.0,136.7,74,240,209
7,29,M,miles,2022-01-22 09:04:00,76 kgs,52.1336,20.35,153.2,168.317297488504,79.34,172.145700680595,640.836669921875,51.5212804005722,48.4787195994278,151.655720128948,-1.0,176.5,149,219,209
7,29,M,miles,2022-01-24 07:08:00,76 kgs,58.1002,20.45,144.6,162.795247088448,91.66,158.000906871383,655.191589355469,51.2203577647618,48.7796422352383,145.281791924204,-1.0,172.4,104,209,209
7,29,M,miles,2022-01-26 06:49:00,76 kgs,20.0,23.23,196.3,186.658943466172,89.81,197.196408520835,281.295471191406,51.3909809390981,48.6090190609019,193.138896528119,-1.0,0.0,0,0,209
7,29,M,miles,2022-01-31 07:10:00,76 kgs,60.0001,19.78,131.3,152.569076923077,88.06,142.399285374739,610.104919433594,51.5153203342618,48.4846796657382,131.305549901711,-1.0,126.1,74,167,186
7,29,M,miles,2022-02-02 07:06:00,76 kgs,53.0001,20.21,139.1,156.737199582027,91.43,143.701690096699,543.73583984375,50.6615869679454,49.3384130320547,138.441244566219,-1.0,139.2,93,167,186
7,29,M,miles,2022-02-05 09:27:00,76 kgs,53.1999,20.06,146.0,169.948166006544,89.53,180.212003342891,685.060485839844,50.9566504178273,49.0433495821727,147.298465408911,-1.0,153.1,74,242,186
